iter	RMSE
460	3.974465667
461	3.97300507
462	3.971603303
463	3.96926332
464	3.96832251
465	3.967335818
466	3.966396726
467	3.964685974
468	3.962081129
469	3.958673588
470	3.955075478
471	3.951507007
472	3.948970241
473	3.946233849
474	3.943900524
475	3.940438772
476	3.937701595
477	3.93618752
478	3.935563363
479	3.934253966
480	3.932663009
481	3.930187518
482	3.928401544
483	3.924104156
484	3.922545292
485	3.921970591
486	3.917960027
487	3.915377083
488	3.913007338
489	3.90914385
490	3.906599079
491	3.905920683
492	3.903379027
493	3.899620954
494	3.895917967
495	3.891454316
496	3.8896068
497	3.888009688
498	3.885011725
499	3.881599832
500	3.880060249
501	3.87766593
502	3.877340455
503	3.873457697
504	3.869929843
505	3.864872855
506	3.863728147
507	3.859871943
508	3.858515723
509	3.85630144
510	3.853202378
511	3.851974373
512	3.851523465
513	3.847488742
514	3.844739042
515	3.844279291
516	3.841632064
517	3.837221934
518	3.836600543
519	3.835106105
520	3.831506463
521	3.829183535
522	3.825178425
523	3.820686798
524	3.818875529
525	3.814814355
526	3.812829538
527	3.811061883
528	3.809535886
529	3.808899524
530	3.804068829
531	3.803463215
532	3.803136733
533	3.798658836
534	3.795147021
535	3.791567354
536	3.78729146
537	3.787097123
538	3.782397693
539	3.782082227
540	3.778010835
541	3.77461251
542	3.77354379
543	3.770498904
544	3.769939062
545	3.769439194
546	3.766125946
547	3.765788136
548	3.765346333
549	3.764657406
550	3.761550061
551	3.759920544
552	3.758540102
553	3.755747403
554	3.751356653
555	3.748773557
556	3.747889392
557	3.744208562
558	3.741213506
559	3.738879584
560	3.734782213
561	3.732322886
562	3.729585888
563	3.727907237
564	3.725068127
565	3.723294662
566	3.722410614
567	3.719260762
568	3.718143206
569	3.717759558
570	3.716884494
571	3.713758929
572	3.710430784
573	3.708803731
574	3.707092038
575	3.705746103
576	3.702177277
577	3.700493743
578	3.697943685
579	3.697031285
580	3.694072797
581	3.690378082
582	3.689058848
583	3.687155832
584	3.68682821
585	3.683822938
586	3.680917753
587	3.680441528
588	3.67753581
589	3.67526865
590	3.672906493
591	3.670556255
592	3.666795108
593	3.663599854
594	3.660570825
595	3.659551611
596	3.657741148
597	3.655768795
598	3.652886186
599	3.648798559
600	3.646799042
601	3.644613422
602	3.642586315
603	3.639170464
604	3.634874636
605	3.631419325
606	3.628722174
607	3.628589948
608	3.627380364
609	3.624604291
610	3.620370465
611	3.620189826
612	3.616943382
613	3.616425221
614	3.61526458
615	3.613191765
616	3.611312881
617	3.609684034
618	3.606188733
619	3.605815645
620	3.604431386
621	3.602668662
622	3.600407143
623	3.599434636
624	3.597140023
625	3.595484075
626	3.592849209
627	3.591025881
628	3.587616386
629	3.585784241
630	3.583709514
631	3.582748679
632	3.581906803
633	3.578028094
634	3.577605121
635	3.574231615
636	3.573364707
637	3.571901715
638	3.570245748
639	3.567368119
640	3.564952663
641	3.561278642
642	3.559707327
643	3.558272645
644	3.555919582
645	3.5539325
646	3.551760072
647	3.550434161
648	3.547970734
649	3.547174483
650	3.543868055
651	3.540855686
652	3.539068722
653	3.535232229
654	3.532366188
655	3.53036284
656	3.528764794
657	3.527000123
658	3.525884925
659	3.521701551
660	3.519615294
661	3.517724283
662	3.517549855
663	3.514770531
664	3.510914883
665	3.507586984
666	3.506526673
667	3.505387286
668	3.503118434
669	3.502378261
670	3.50002724
671	3.49851043
672	3.496695515
673	3.493736713
674	3.493143681
675	3.492628265
676	3.491684207
677	3.490797214
678	3.489827403
679	3.486697812
680	3.485903608
681	3.485568714
682	3.48189288
683	3.479368932
684	3.477539078
685	3.47611404
686	3.474805253
687	3.474063631
688	3.471338455
689	3.470757985
690	3.467941673
691	3.465461407
692	3.462442985
693	3.460664678
694	3.458002786
695	3.456755461
696	3.454818767
697	3.451170909
698	3.448339651
699	3.44483574
700	3.444385353
701	3.443519212
702	3.439772827
703	3.437384123
704	3.43676241
705	3.433458286
706	3.433338917
707	3.43232489
708	3.428757963
709	3.42754659
710	3.42462201
711	3.422927555
712	3.418420264
713	3.415981598
714	3.41324219
715	3.412888982
716	3.412263935
717	3.410225083
718	3.407994194
719	3.404241521
720	3.402876214
721	3.399721277
722	3.397907879
723	3.3964961
724	3.394021141
725	3.391703578
726	3.389350145
727	3.388052606
728	3.387490444
729	3.38443815
730	3.382170044
731	3.380375257
732	3.378938771
733	3.377257922
734	3.373911486
735	3.373014825
736	3.372285842
737	3.371325787
738	3.370368164
739	3.369096352
740	3.366737422
741	3.363663263
742	3.362150182
743	3.359965421
744	3.358461929
745	3.355156601
746	3.354453583
747	3.35160725
748	3.348930643
749	3.347238494
750	3.34692178
751	3.343369362
752	3.341146944
753	3.338395413
754	3.335995332
755	3.333384066
756	3.333076034
757	3.331970085
758	3.331529068
759	3.330394544
760	3.329488853
761	3.327297382
762	3.326202851
763	3.324691591
764	3.323250893
765	3.322096674
766	3.321277244
767	3.320393067
768	3.317871839
769	3.316862406
770	3.313386578
771	3.310945743
772	3.309806622
773	3.307014156
774	3.30527331
775	3.304229863
776	3.303432585
777	3.302491824
778	3.30129595
779	3.300943223
780	3.297693451
781	3.295355344
782	3.293607245
783	3.291224576
784	3.290502424
785	3.288408161
786	3.287372767
787	3.284676797
788	3.282837842
789	3.280362621
790	3.278140604
791	3.276748651
792	3.27499977
793	3.273868003
794	3.271278351
795	3.269948348
796	3.268043998
797	3.267349123
798	3.263634762
799	3.260923499
800	3.2597402
801	3.259215284
802	3.256903956
803	3.255477308
804	3.254882756
805	3.252295551
806	3.249421998
807	3.247783257
808	3.245149983
809	3.244950414
810	3.24183085
811	3.239873517
812	3.238312627
813	3.237937882
814	3.235681407
815	3.234664541
816	3.232817345
817	3.230981681
818	3.228839973
819	3.228588471
820	3.225918116
821	3.225029904
822	3.22181947
823	3.219025818
824	3.217596331
825	3.216432742
826	3.215373753
827	3.213368524
828	3.212261939
829	3.210336686
830	3.208750616
831	3.207343792
832	3.204922109
833	3.204354712
834	3.202742274
835	3.201147154
836	3.200843374
837	3.198121892
838	3.196567871
839	3.195017113
840	3.193981089
841	3.193060084
842	3.191674014
843	3.187595912
844	3.187105625
845	3.186920843
846	3.185913351
847	3.185602819
848	3.184402297
849	3.18205139
850	3.181386925
851	3.180077001
852	3.178028502
853	3.175582593
854	3.173614525
855	3.17345743
856	3.172043096
857	3.170813611
858	3.169883119
859	3.168500381
860	3.166816565
861	3.165307837
862	3.164227159
863	3.16288771
864	3.160916048
865	3.160268256
866	3.158241193
867	3.157743528
868	3.15748773
869	3.156545963
870	3.155428503
871	3.154754232
872	3.15384858
873	3.153321907
874	3.151410654
875	3.149739746
876	3.148520475
877	3.145116797
878	3.143164648
879	3.142807397
880	3.141182548
881	3.140409071
882	3.138893252
883	3.136574241
884	3.134349272
885	3.133920863
886	3.132496217
887	3.129023374
888	3.127244789
889	3.124804438
890	3.124010465
891	3.120078584
892	3.11669792
893	3.114860257
894	3.114489529
895	3.112650395
896	3.110837039
897	3.110667978
898	3.107742626
899	3.106077911
900	3.103525914
901	3.101788749
902	3.101311374
903	3.099938321
904	3.09852469
905	3.09727932
906	3.095409515
907	3.093421613
908	3.092834503
909	3.092304324
910	3.091159249
911	3.09021441
912	3.088770136
913	3.087028015
914	3.082060398
915	3.081142011
916	3.078032123
917	3.077152698
918	3.07506514
919	3.074186655
920	3.07375982
921	3.073530328
922	3.071527055
923	3.069723097
924	3.06769173
925	3.06467293
926	3.063439704
927	3.060535819
928	3.058811421
929	3.057116633
930	3.053675327
931	3.052598289
932	3.050748552
933	3.048346084
934	3.046432839
935	3.043328286
936	3.042863838
937	3.04081302
938	3.040535542
939	3.039534727
940	3.036598678
941	3.032694722
942	3.030024833
943	3.028969436
944	3.027309302
945	3.025442498
946	3.024889496
947	3.023791026
948	3.022475176
949	3.021185099
950	3.020262587
951	3.017867385
952	3.016540999
953	3.014945081
954	3.013530558
955	3.011385471
956	3.010018176
957	3.009291685
958	3.008596697
959	3.007091771
960	3.006255938
961	3.004626723
962	3.004439382
963	3.002772043
964	3.001970338
965	3.000188841
966	2.998572967
967	2.996827026
968	2.996299328
969	2.995089514
970	2.993145649
971	2.990708558
972	2.990447523
973	2.989768197
974	2.987254458
975	2.985722074
976	2.985103958
977	2.982789181
978	2.982561665
979	2.981576343
980	2.981294942
981	2.97916113
982	2.97807907
983	2.977430061
984	2.976270525
985	2.973540216
986	2.97171002
987	2.970438385
988	2.967163914
989	2.965551448
990	2.962667114
991	2.961015561
992	2.957887865
993	2.957394645
994	2.955611497
995	2.95509836
996	2.954797733
997	2.952191037
998	2.950436336
999	2.947637821
